oldcode,povrate60,year,sum2count,pop5_9,sum5964,sumpop,rate_5964
32005,28.47754,60,0,3654,0,21924,0
32006,38.64091,60,0,319,0,1914,0
32007,31.96353,64,1,7482,7,44892,15.59298
32008,23.80803,62,2,6568,5,39408,12.68778
32009,35.15882,63,0,2224,0,13344,0
32010,52.86516,62,0,761,0,4566,0
32011,44.51728,59,0,234,0,1404,0
32012,31.51622,61,0,595,0,3570,0
32013,15.99675,62,0,7129,1,42774,2.337869
32014,36.68128,59,0,764,0,4584,0
32015,2.163443,60,0,1968,0,11808,0
32016,38.85709,64,0,1227,2,7362,27.16653
32017,48.58546,59,4,5931,7,35586,19.67066
32018,80.23009,60,0,826,0,4956,0
32019,20.90477,64,0,4903,1,29418,3.399279
32020,35.01793,59,0,1438,1,8628,11.59017
32021,61.01934,59,1,3494,3,20964,14.31025
32022,27.72353,63,0,1635,1,9810,10.19368
32023,71.36343,60,0,2025,1,12150,8.230453
32024,29.71825,62,2,7613,5,45678,10.94619
32025,59.7028,62,0,2710,2,16260,12.30012
32026,32.35197,60,0,5479,2,32874,6.083835
32027,40.94174,64,0,484,0,2904,0
32028,48.74452,64,0,1264,0,7584,0
32029,72.77721,64,0,2214,0,13284,0
32030,47.96822,62,0,780,1,4680,21.36752
32031,32.93464,62,0,701,0,4206,0
32032,30.9514,64,1,5279,1,31674,3.157164
33001,14.16631,62,1,25568,10,153408,6.518565
33002,24.40256,64,0,4409,1,26454,3.780147
33003,16.63942,61,2,109125,11,654750,1.680031
33004,11.16212,61,1,21231,4,127386,3.140063
33005,18.961,62,1,8334,2,50004,3.99968
33006,18.16378,63,0,7639,1,45834,2.181787
33007,15.75469,62,0,14522,5,87132,5.73842
33008,15.72368,64,0,10351,1,62106,1.61015
33009,18.89773,60,1,4568,5,27408,18.24285
33010,23.45935,61,1,7469,3,44814,6.694336
33011,18.02617,62,2,4304,3,25824,11.6171
33012,16.9684,64,0,4071,0,24426,0
33013,23.2275,61,1,4296,8,25776,31.03662
33014,12.31299,63,4,15453,44,92718,47.45573
33015,12.45706,61,0,108130,0,648780,0
33016,25.79885,64,0,3801,0,22806,0
33017,30.50274,63,0,4840,0,29040,0
33018,18.05222,63,0,4802,3,28812,10.41233
33019,13.76668,59,0,5975,2,35850,5.578801
33020,19.3742,62,0,2761,0,16566,0
33021,23.13222,63,0,411,0,2466,0
33022,16.35439,62,1,6593,5,39558,12.63967
33023,20.27407,64,0,9107,1,54642,1.830094
33024,17.18403,64,0,215484,1,1292904,.0773453
33025,26.54767,60,0,2761,3,16566,18.10938
33026,17.07237,59,2,4405,10,26430,37.83579
33027,19.08638,62,1,5881,18,35286,51.01173
33028,9.842957,62,9,57901,22,347406,6.332648
33029,18.36667,61,11,5320,184,31920,576.4411
33030,5.289818,60,65,158775,165,952650,17.32011
33031,24.04963,64,2,107561,7,645366,1.084656
33032,10.14071,62,5,25824,15,154944,9.680917
33033,14.01038,62,0,26278,10,157668,6.342441
33034,11.25471,63,0,43706,6,262236,2.288015
33035,15.164,60,1,7045,4,42270,9.462976
33036,15.61399,61,1,16879,1,101274,.9874203
33037,17.36371,59,0,3488,2,20928,9.556575
33038,18.48645,60,1,9307,3,55842,5.372301
33039,22.93665,60,0,4896,3,29376,10.21242
33040,10.95685,59,0,3271,3,19626,15.28585
33041,8.050292,64,2,141123,10,846738,1.181003
33042,15.65891,64,1,13704,2,82224,2.43238
33043,9.239089,64,1,22554,7,135324,5.172771
33044,8.566895,63,0,15037,2,90222,2.216754
33045,22.78231,61,0,12301,0,73806,0
33046,17.21275,63,0,9291,3,55746,5.381552
33047,13.1257,64,2,14646,3,87876,3.413901
33048,26.78002,59,0,2210,24,13260,180.9955
33049,20.1903,64,1,1562,2,9372,21.34016
33050,16.29602,63,2,3112,7,18672,37.48929
33051,19.72593,60,6,10397,20,62382,32.06053
33052,9.932737,62,2,76747,2,460482,.4343275
33053,20.30297,64,0,4081,4,24486,16.33587
33054,17.16911,62,1,4350,2,26100,7.662835
33055,15.75976,64,1,5657,4,33942,11.78481
33056,15.79737,60,1,11190,7,67140,10.42598
33057,21.65548,61,0,4541,0,27246,0
33058,22.18833,60,0,4952,1,29712,3.365644
33059,17.00628,61,2,6904,13,41424,31.38277
33060,7.949345,63,0,74705,2,448230,.4461995
33061,17.37491,61,1,3615,1,21690,4.61042
33062,23.38812,59,0,1933,0,11598,0
34000,,61,0,,3,0,0
34001,23.39498,63,0,9250,1,55500,1.801802
34002,34.89651,59,0,1622,0,9732,0
34003,49.33673,63,0,747,2,4482,44.62294
34004,59.31553,61,1,3195,4,19170,20.86594
34005,55.59979,60,0,2119,1,12714,7.865345
34006,57.24355,63,0,1267,4,7602,52.61773
34007,61.40871,59,0,4209,0,25254,0
34008,64.87823,61,0,3187,2,19122,10.45916
34009,62.59098,61,1,3852,4,23112,17.30703
34010,59.54552,61,2,2469,4,14814,27.00149
34011,31.46442,62,0,12467,6,74802,8.021176
34012,31.45849,63,0,5158,4,30948,12.92491
34013,27.01078,60,0,6960,2,41760,4.789272
34014,35.59875,60,0,5659,1,33954,2.945161
34015,55.31245,59,0,683,0,4098,0
34016,36.95235,61,0,3048,2,18288,10.93613
34017,55.41543,62,0,2491,3,14946,20.07226
34018,24.6305,62,1,8026,3,48156,6.229753
34019,40.92824,62,0,2918,0,17508,0
34020,58.66975,60,0,1666,0,9996,0
34021,57.32204,61,0,1489,1,8934,11.19319
34022,68.26849,64,0,570,1,3420,29.23977
34023,39.73095,62,0,7481,2,44886,4.455732
34024,57.42373,60,0,6263,2,37578,5.322263
34025,44.46166,64,1,7034,9,42204,21.32499
34026,41.16074,60,0,16813,6,100878,5.947779
34027,43.88344,60,0,726,0,4356,0
34028,43.597,59,1,556,1,3336,29.97602
34029,27.75183,62,1,8617,4,51702,7.736645
34030,33.87738,60,0,1738,0,10428,0
34031,62.38121,61,1,4858,1,29148,3.430767
34032,29.49446,64,0,10783,2,64698,3.091286
34033,57.94262,60,0,7149,4,42894,9.325314
34034,22.93268,62,2,19877,4,119262,3.35396
34035,59.74353,62,2,3514,6,21084,28.4576
34036,29.33053,59,0,14190,2,85140,2.349072
34037,61.61017,62,0,1091,0,6546,0
34038,56.23375,61,0,727,2,4362,45.85053
34039,52.56042,63,1,3593,2,21558,9.277299
34040,73.68549,59,2,2301,4,13806,28.97291
34041,23.22389,63,0,26221,6,157326,3.813737
34042,61.17772,60,0,7673,1,46038,2.172119
34043,52.25846,62,1,5407,3,32442,9.247272
34044,31.5816,62,0,3842,0,23052,0
34045,33.74309,60,0,3552,2,21312,9.384384
34046,59.14669,64,0,2811,2,16866,11.85818
34047,63.3279,60,0,2276,1,13656,7.322789
34048,68.07997,60,1,672,3,4032,74.40476
34049,32.26231,61,1,6615,2,39690,5.039052
34050,51.1729,59,0,1628,1,9768,10.23751
34051,56.98075,61,0,7210,0,43260,0
34052,63.39993,60,0,1462,1,8772,11.39991
34053,37.66893,59,0,3078,1,18468,5.414772
34054,50.7877,63,1,6757,2,40542,4.933156
34055,36.67226,59,0,3084,1,18504,5.404237
34056,40.21492,60,0,2891,2,17346,11.53004
34057,57.24817,61,0,1548,0,9288,0
34058,58.38605,59,1,1647,2,9882,20.23882
34059,64.49486,59,7,3585,14,21510,65.08601
34060,24.68117,63,4,30939,6,185634,3.232167
34061,53.69103,60,0,1414,0,8484,0
34062,46.74398,60,2,2139,4,12834,31.16721
34063,43.242,62,0,4133,1,24798,4.032583
34064,54.62598,61,0,7463,4,44778,8.932959
34065,36.42181,64,0,7729,3,46374,6.469142
34066,67.04299,59,0,3539,0,21234,0
34067,40.25433,60,0,8315,1,49890,2.00441
34068,34.6404,61,0,3993,1,23958,4.173971
34069,54.25182,60,0,1233,1,7398,13.51717
34070,44.78785,62,0,2845,0,17070,0
34071,62.38837,59,0,2269,0,13614,0
34072,61.74171,59,0,1068,0,6408,0
34073,47.05704,61,0,3127,1,18762,5.329922
34074,59.36287,62,0,8728,0,52368,0
34075,45.28789,61,0,1130,2,6780,29.49853
34076,27.61705,64,0,6501,1,39006,2.563708
34077,43.63969,61,1,4618,2,27708,7.218132
34078,65.97923,59,1,12438,7,74628,9.379857
34079,33.95369,62,1,7518,3,45108,6.650705
34080,28.50047,59,0,8324,1,49944,2.002243
34081,41.24569,59,0,4571,1,27426,3.646175
34082,60.76,62,0,5912,2,35472,5.63825
34083,59.76548,63,0,3443,0,20658,0
34084,30.40365,62,0,4227,1,25362,3.942907
34085,39.32084,62,0,2372,1,14232,7.026419
34086,36.10609,62,0,5027,1,30162,3.31543
34087,61.61494,63,1,917,1,5502,18.17521
34088,38.98273,60,0,1805,0,10830,0
34089,68.62578,64,0,546,3,3276,91.57509
34090,40.1743,64,1,4935,3,29610,10.13171
34091,54.37306,61,1,3851,5,23106,21.6394
34092,31.60935,64,0,17471,5,104826,4.769809
34093,67.36153,61,0,2614,1,15684,6.375925
34094,51.76188,64,0,1768,1,10608,9.426847
34095,55.47097,63,0,1641,4,9846,40.62563
34096,52.96768,64,0,9535,3,57210,5.243838
34097,50.27771,60,0,4974,1,29844,3.350757
34098,54.54463,59,0,6963,3,41778,7.180813
34099,33.96243,62,0,2239,0,13434,0
34100,58.14404,63,0,1463,0,8778,0
35001,26.75706,64,0,467,0,2802,0
35002,24.15471,61,0,1829,0,10974,0
35003,38.5323,59,1,1148,1,6888,14.518
35004,46.51493,61,0,217,0,1302,0
35005,21.20578,60,0,1279,0,7674,0
35006,23.32231,59,0,516,0,3096,0
35007,33.11313,61,0,644,0,3864,0
35008,19.1739,61,0,4059,1,24354,4.106102
35009,14.50317,64,1,7450,1,44700,2.237136
35010,31.30336,62,0,1175,1,7050,14.1844
35011,32.99667,61,0,873,0,5238,0
35012,33.63685,59,0,635,0,3810,0
35013,41.36445,64,0,834,0,5004,0
35014,32.02132,59,0,629,0,3774,0
35015,41.1744,59,0,1111,0,6666,0
35016,26.37788,63,0,681,0,4086,0
35017,38.58894,61,0,389,0,2334,0
35018,14.23886,64,0,5083,3,30498,9.836711
35019,45.40808,63,0,808,0,4848,0
35020,27.2598,63,0,584,0,3504,0
35021,32.44043,59,0,821,0,4926,0
35022,45.92416,61,0,683,0,4098,0
35023,32.06689,60,0,1052,0,6312,0
35024,48.9498,62,1,654,1,3924,25.4842
35025,35.95893,60,0,1363,0,8178,0
35026,46.38462,62,0,733,1,4398,22.73761
35027,28.90101,62,1,895,1,5370,18.62197
35028,37.35949,60,1,1710,2,10260,19.49318
35029,35.31752,62,0,745,0,4470,0
35030,33.00729,64,0,2620,2,15720,12.72265
35031,35.90073,62,0,1280,0,7680,0
35032,26.49322,64,0,682,1,4092,24.43793
35033,53.39254,59,0,320,0,1920,0
35034,30.88903,63,0,1603,0,9618,0
35035,30.74509,64,0,918,0,5508,0
35036,23.49055,59,0,1536,0,9216,0
35037,29.30333,60,0,888,0,5328,0
35038,26.01921,59,0,515,0,3090,0
35039,31.88552,61,0,2036,0,12216,0
35040,50.77187,61,0,1513,0,9078,0
35041,39.31662,60,0,791,0,4746,0
35042,50.73333,59,0,467,0,2802,0
35043,63.3156,62,0,578,1,3468,28.83506
35044,25.5132,60,0,247,0,1482,0
35045,31.68229,64,0,2336,2,14016,14.26941
35046,20.61768,62,0,500,0,3000,0
35047,26.17497,64,0,2700,0,16200,0
35048,20.80665,60,0,641,1,3846,26.00104
35049,22.25436,62,0,1054,1,6324,15.81278
35050,22.42896,60,0,1972,0,11832,0
35051,18.48127,62,1,5366,1,32196,3.105976
35052,32.1175,62,0,1027,0,6162,0
35053,21.1463,62,0,2914,0,17484,0
36001,47.09843,61,0,2010,0,12060,0
36002,18.96083,64,2,11513,7,69078,10.13347
36003,15.73239,62,0,4104,2,24624,8.122157
36004,16.73923,60,0,10288,2,61728,3.240021
36005,32.39016,60,0,3692,1,22152,4.514265
36006,16.58726,59,1,4259,4,25554,15.65313
36007,23.31113,61,0,8028,2,48168,4.152134
36008,31.77798,61,0,2597,1,15582,6.417661
36009,13.15817,62,2,22009,5,132054,3.78633
36010,21.32599,63,1,2381,1,14286,6.99986
36011,24.04453,63,0,3140,1,18840,5.307856
36012,17.40034,59,0,14382,1,86292,1.158856
36013,15.30284,59,0,10471,2,62826,3.183395
36014,25.22026,63,0,3084,0,18504,0
36015,19.10759,59,1,11597,3,69582,4.31146
36016,23.65746,59,1,3230,1,19380,5.159959
36017,15.66164,61,0,4898,2,29388,6.805499
36018,12.17287,64,5,164417,27,986502,2.736943
36019,20.37938,64,0,4884,1,29304,3.412503
36020,15.91926,59,0,3712,0,22272,0
36021,18.87563,63,0,3669,1,22014,4.542564
36022,13.96296,61,1,7278,3,43668,6.870019
36023,17.653,63,0,6542,2,39252,5.095282
36024,30.62788,60,0,2521,0,15126,0
36025,15.25831,59,5,69635,14,417810,3.350805
36026,13.95825,61,0,3370,0,20220,0
36027,35.3307,59,0,2533,1,15198,6.579813
36028,13.24989,64,0,6036,2,36216,5.522421
36029,13.08076,59,1,11700,1,70200,1.424501
36030,25.30254,59,0,3424,0,20544,0
36031,15.99183,63,2,88222,21,529332,3.967264
36032,15.71793,63,1,5737,2,34422,5.810237
36033,27.07512,59,0,3002,0,18012,0
36034,26.63328,62,0,1858,0,11148,0
36035,15.24112,62,0,2835,1,17010,5.878895
36036,34.74773,59,0,2812,2,16872,11.85396
36037,28.91763,59,0,1999,1,11994,8.337502
36038,35.61587,61,0,2606,2,15636,12.791
36039,16.93142,63,0,5557,1,33342,2.99922
36040,33.50375,62,0,3275,0,19650,0
36041,16.40522,61,0,10447,6,62682,9.572126
36042,18.21496,63,0,3912,0,23472,0
36043,7.213184,59,1,18249,2,109494,1.826584
36044,28.4486,60,1,5990,4,35940,11.12966
36045,15.56817,62,1,9347,1,56082,1.783103
36046,22.49682,64,0,3669,0,22014,0
36047,13.44151,63,3,25750,7,154500,4.530745
36048,14.70155,64,2,48084,13,288504,4.506003
36049,22.22495,62,0,2766,0,16596,0
36050,14.58897,64,1,32058,9,192348,4.679019
36051,16.76583,62,0,6396,0,38376,0
36052,11.81643,61,0,7825,2,46950,4.259851
36053,38.98547,59,0,2274,3,13644,21.98769
36054,21.53793,60,1,4063,1,24378,4.102059
36055,14.22405,63,1,7709,3,46254,6.485926
36056,34.7382,59,0,1511,0,9066,0
36057,13.20113,59,5,57900,13,347400,3.742084
36058,29.99676,59,0,1282,0,7692,0
36059,18.6742,61,0,2135,1,12810,7.806401
36060,21.02139,64,0,8072,0,48432,0
36061,32.79509,59,0,1172,0,7032,0
36062,15.72918,62,2,4010,4,24060,16.6251
36063,21.762,61,0,1966,0,11796,0
36064,28.05412,60,0,2877,0,17262,0
36065,24.35753,61,0,3632,1,21792,4.58884
36066,40.46166,64,1,2350,1,14100,7.092198
36067,13.51594,64,0,10661,1,63966,1.563331
36068,19.36459,60,0,3785,0,22710,0
36069,24.71793,59,0,3669,1,22014,4.542564
36070,13.70742,64,0,12885,2,77310,2.586987
36071,24.96835,63,0,6295,2,37770,5.295208
36072,15.21751,59,0,6579,1,39474,2.533313
36073,30.04682,63,0,8631,4,51786,7.724095
36074,17.59996,63,1,6774,2,40644,4.920775
36075,20.44586,59,0,3900,2,23400,8.547009
36076,13.8235,64,2,36521,11,219126,5.019943
36077,11.11549,59,2,55869,17,335214,5.071387
36078,13.19107,59,1,23496,1,140976,.7093406
36079,18.37596,63,1,8012,1,48072,2.080213
36080,20.59458,60,0,2466,2,14796,13.51717
36081,17.81563,62,0,3114,1,18684,5.352173
36082,46.10638,59,0,1176,0,7056,0
36083,16.21613,63,0,8495,4,50970,7.847754
36084,25.68721,59,0,5349,1,32094,3.115847
36085,16.58249,62,0,8451,2,50706,3.944306
36086,17.11006,59,0,3224,1,19344,5.169561
36087,13.99039,63,1,7704,3,46224,6.490135
36088,20.71208,61,0,2510,0,15060,0
37001,66.11552,60,0,1401,1,8406,11.89627
37002,27.07434,59,0,722,0,4332,0
37003,57.98288,63,0,1058,0,6348,0
37004,17.46215,61,0,730,0,4380,0
37005,33.31269,63,0,1588,0,9528,0
37006,38.19274,60,0,1178,0,7068,0
37007,48.10329,63,0,2038,1,12228,8.177952
37008,43.17646,60,0,2949,0,17694,0
37009,26.28458,59,0,2438,1,14628,6.836205
37010,34.92763,61,0,3945,2,23670,8.449514
37011,53.87846,61,1,1724,3,10344,29.00232
37012,61.12847,62,0,1516,0,9096,0
37013,20.94826,63,0,543,0,3258,0
37014,20.90517,63,0,3903,1,23418,4.270219
37015,52.89645,59,0,493,0,2958,0
37016,25.79568,64,1,9108,7,54648,12.80925
37017,43.91576,60,0,765,0,4590,0
37018,36.81456,60,0,1289,0,7734,0
37019,34.5738,60,2,4084,2,24504,8.161933
37020,26.77033,59,0,1880,2,11280,17.7305
37021,54.21931,59,0,1234,0,7404,0
37022,36.63907,63,0,473,0,2838,0
37023,26.92037,60,0,458,0,2748,0
37024,23.27374,60,0,5079,1,30474,3.281486
37025,31.59607,64,0,2965,1,17790,5.621135
37026,33.55886,63,0,2821,1,16926,5.908071
37027,22.45297,64,0,706,0,4236,0
37028,35.31242,63,0,645,0,3870,0
37029,35.40096,59,0,566,0,3396,0
37030,23.4335,59,0,608,1,3648,27.41228
37031,57.59431,63,0,899,0,5394,0
37032,50.1786,60,0,1310,1,7860,12.72265
37033,32.247,64,0,3120,2,18720,10.68376
37034,41.73713,59,0,653,1,3918,25.52323
37035,55.49306,62,0,772,0,4632,0
37036,21.37451,60,0,5330,0,31980,0
37037,27.25421,59,0,995,0,5970,0
37038,35.11916,59,0,1296,0,7776,0
37039,54.89223,62,0,680,0,4080,0
37040,53.4957,61,1,2814,3,16884,17.7683
37041,38.79477,60,0,1752,2,10512,19.02588
37042,37.66773,59,0,1665,1,9990,10.01001
37043,49.84797,64,0,546,0,3276,0
37044,38.96904,63,0,1301,2,7806,25.62132
37045,59.60777,59,1,2792,1,16752,5.969437
37046,59.99038,62,0,1226,0,7356,0
37047,29.37072,61,0,702,0,4212,0
37048,41.84282,60,0,611,0,3666,0
37049,37.17331,64,0,2018,2,12108,16.51801
37050,41.69338,61,0,942,0,5652,0
37051,38.77991,59,0,6233,0,37398,0
37052,28.18533,61,0,955,0,5730,0
37053,32.26222,62,0,1015,0,6090,0
37054,56.42622,60,0,1196,1,7176,13.93534
37055,19.20386,62,2,47334,16,284004,5.633723
37056,38.80914,64,1,3670,2,22020,9.082652
37057,28.22269,63,0,3275,0,19650,0
37058,35.43669,61,0,2749,0,16494,0
37059,34.9711,62,0,996,1,5976,16.7336
37060,28.54744,59,0,3511,0,21066,0
37061,44.36765,59,0,3130,2,18780,10.64963
37062,34.87745,60,0,2475,1,14850,6.734007
37063,32.38388,61,0,3869,1,23214,4.307745
37064,60.74714,61,0,878,0,5268,0
37065,35.46636,59,0,487,0,2922,0
37066,36.40681,61,0,2038,0,12228,0
37067,42.07241,60,1,2821,2,16926,11.81614
37068,58.35368,62,0,1916,0,11496,0
37069,24.7327,59,0,4152,3,24912,12.04239
37070,18.62426,59,0,1535,1,9210,10.85776
37071,42.73545,64,0,1478,0,8868,0
37072,18.15882,61,2,37921,15,227526,6.592653
37073,45.37826,61,0,1716,1,10296,9.71251
37074,15.74745,61,2,4837,5,29022,17.22831
37075,28.33391,61,0,1801,0,10806,0
37076,26.47801,63,0,900,0,5400,0
37077,20.55085,62,0,1280,0,7680,0
38001,16.88179,63,0,1922,0,11532,0
38002,12.57016,60,0,3697,0,22182,0
38003,13.84989,61,0,12749,2,76494,2.614584
38004,16.93206,62,0,2597,0,15582,0
38005,20.19468,64,0,2529,2,15174,13.18044
38006,13.50988,64,0,6407,1,38442,2.601321
38007,14.45087,61,0,1092,0,6552,0
38008,12.36649,60,0,1594,0,9564,0
38009,14.47499,61,0,2486,1,14916,6.70421
38010,15.08561,59,0,8024,2,48144,4.154204
38011,11.78474,64,0,354,0,2124,0
38012,14.33732,62,0,848,1,5088,19.65409
38013,17.38931,61,0,762,0,4572,0
38014,15.94417,61,0,1428,0,8568,0
38015,16.19604,61,1,7638,2,45828,4.364144
38016,15.02678,61,0,855,0,5130,0
38017,19.89358,62,0,3087,0,18522,0
38018,13.5947,60,0,5055,0,30330,0
38019,12.14463,60,0,859,0,5154,0
38020,12.98424,63,0,18248,3,109488,2.740026
38021,19.53449,63,0,2629,2,15774,12.67909
38022,16.49702,60,0,6947,1,41682,2.399117
38023,24.95812,62,0,2697,0,16182,0
38024,19.45235,64,2,12398,4,74388,5.377212
38025,15.82899,59,0,570,0,3420,0
38026,13.77607,64,1,51040,10,306240,3.265413
38027,18.31388,59,0,2817,0,16902,0
38028,9.859719,59,0,272,0,1632,0
38029,15.34879,59,0,2264,0,13584,0
38030,17.149,61,0,5042,0,30252,0
38031,19.20009,59,1,1822,2,10932,18.29491
38032,16.63712,60,0,797,0,4782,0
38033,14.22558,61,0,2207,1,13242,7.551729
38034,11.81863,62,0,10839,0,65034,0
38035,12.59338,63,0,319,0,1914,0
38036,22.80075,64,0,3334,0,20004,0
39001,19.85099,63,1,5579,2,33474,5.974786
39002,13.92798,61,6,160642,44,963852,4.565016
39003,23.52132,60,1,8284,4,49704,8.047642
39004,13.14478,62,2,21821,9,130926,6.874112
39005,29.5445,59,0,4332,3,25992,11.54201
39006,13.04932,59,3,24022,9,144132,6.244276
39007,20.88317,59,0,13300,4,79800,5.012531
39008,23.30445,63,2,5935,4,35610,11.2328
39009,8.078632,63,1,38616,12,231696,5.1792
39010,15.69088,64,0,12589,7,75534,9.26735
39011,25.62562,61,1,21707,12,130242,9.213617
39012,14.59933,64,0,901,0,5406,0
39013,21.64679,60,0,4644,0,27864,0
39014,21.66649,59,1,6868,2,41208,4.853426
39015,12.70798,59,0,22108,9,132648,6.784874
39016,24.21089,64,0,3926,1,23556,4.245203
39017,26.95484,64,0,8052,2,48312,4.139758
39018,20.17158,63,0,3544,1,21264,4.702784
39019,21.06879,59,1,4859,2,29154,6.860122
39020,21.33307,59,1,7841,3,47046,6.376738
39021,12.68292,61,2,13140,3,78840,3.805175
39022,15.92946,59,3,20859,8,125154,6.392125
39023,8.879473,61,2,58212,23,349272,6.585125
39024,13.91008,62,1,4032,2,24192,8.267196
39025,16.23413,61,2,27326,8,163956,4.879358
39026,33.30604,64,1,17447,7,104682,6.686918
39027,23.31584,60,0,409,0,2454,0
39028,21.48999,64,0,8902,5,53412,9.361193
39029,36.55345,59,0,1100,0,6600,0
39030,29.62049,59,0,3912,0,23472,0
39031,33.45181,63,0,3823,3,22938,13.07873
39032,26.22773,63,0,7529,0,45174,0
39033,26.62572,60,0,4504,2,27024,7.400829
39034,30.26498,64,0,1707,0,10242,0
39035,20.2793,62,1,20145,8,120870,6.618681
39036,15.56422,59,3,28457,9,170742,5.271111
39037,15.85352,63,0,11991,6,71946,8.339588
39038,14.98705,64,2,9056,7,54336,12.8828
39039,11.44468,64,1,20464,8,122784,6.515507
39040,23.24339,62,0,28945,11,173670,6.333851
39041,19.09952,63,2,10834,5,65004,7.691834
39042,17.52171,60,1,5558,4,33348,11.99472
39043,15.36965,63,0,13460,3,80760,3.71471
39044,24.09106,60,1,4565,2,27390,7.301935
39045,20.14857,64,0,3536,2,21216,9.426847
39046,6.8612,60,2,51913,8,311478,2.5684
39047,18.67263,59,0,1437,1,8622,11.59824
39048,14.07095,63,1,18380,5,110280,4.533914
39049,25.56655,59,0,9438,3,56628,5.297732
39050,24.61461,64,0,2784,1,16704,5.98659
39051,18.74139,64,8,173475,65,1040850,6.244896
39052,22.13667,61,0,810,0,4860,0
39053,27.61363,59,0,1773,3,10638,28.20079
39054,24.02407,59,0,14779,3,88674,3.383179
39055,24.42988,59,0,2630,2,15780,12.67427
39056,32.74802,64,1,7833,3,46998,6.38325
39057,27.35683,59,0,640,0,3840,0
39058,23.19606,64,0,3431,1,20586,4.85767
39059,22.28914,62,0,3779,0,22674,0
39060,20.49115,63,0,2091,1,12546,7.970668
39061,18.51324,61,0,6768,4,40608,9.850276
39062,14.81084,61,1,4481,6,26886,22.31645
39063,18.2512,62,1,21239,7,127434,5.49304
39064,24.5146,60,0,2551,2,15306,13.06677
39065,16.96769,63,1,36251,14,217506,6.436604
39066,29.91781,60,0,1685,1,10110,9.891197
39067,14.884,64,3,24106,15,144636,10.37086
40001,12.02204,64,0,3856,0,23136,0
40002,12.021,59,0,12526,3,75156,3.991697
40003,24.75652,64,0,7490,3,44940,6.675568
40004,16.78977,64,4,50625,16,303750,5.26749
40005,15.10869,60,1,5730,3,34380,8.726004
41001,44.38631,61,0,2444,0,14664,0
41002,34.46734,63,2,10343,8,62058,12.89117
41003,66.0875,61,1,1509,1,9054,11.04484
41004,35.18533,62,0,10347,0,62082,0
41005,63.07226,61,0,2086,2,12516,15.97955
41006,53.20109,63,1,2313,2,13878,14.4113
41007,49.199,61,1,4978,3,29868,10.04419
41008,55.04887,62,0,5402,3,32412,9.255831
41009,70.61818,59,0,1612,0,9672,0
41010,40.23685,64,5,26413,10,158478,6.310024
41011,43.96378,64,0,4088,4,24528,16.30789
41012,46.7532,64,0,3690,2,22140,9.033423
41013,56.72046,64,0,4143,4,24858,16.0914
41014,71.08579,60,0,4288,1,25728,3.886816
41015,62.05207,60,0,3542,2,21252,9.410879
41016,53.39907,60,1,7063,5,42378,11.79857
41017,61.48956,60,0,4351,2,26106,7.661074
41018,55.27776,59,0,3212,0,19272,0
41019,62.94371,61,1,2129,1,12774,7.828402
41020,62.7254,64,1,2710,3,16260,18.45018
41021,51.62456,63,2,11115,6,66690,8.996851
41022,57.56493,60,0,5097,3,30582,9.809692
41023,29.69934,63,2,23042,11,138252,7.956485
41024,36.14108,60,0,4736,2,28416,7.038288
41025,64.40496,62,0,2283,1,13698,7.300336
41026,51.80262,59,1,8606,3,51636,5.8099
41027,66.56133,63,0,1634,0,9804,0
41028,50.33019,59,0,4470,5,26820,18.6428
41029,37.78588,61,1,4783,4,28698,13.93825
41030,39.91501,64,1,5339,2,32034,6.243366
41031,73.31989,63,0,3229,2,19374,10.32311
41032,33.39743,64,1,7115,6,42690,14.05481
41033,61.52948,62,1,1138,2,6828,29.29115
41034,64.48835,61,1,4430,2,26580,7.524455
41035,63.82979,59,0,3609,3,21654,13.85425
41036,46.71924,64,2,2974,4,17844,22.4165
41037,40.21482,60,2,4044,6,24264,24.72799
41038,62.40087,59,1,9126,6,54756,10.9577
41039,29.7684,63,0,4942,0,29652,0
41040,37.53982,60,1,20499,6,122994,4.878287
41041,52.87775,59,1,1732,2,10392,19.24557
41042,36.19995,64,1,17259,9,103554,8.691117
41043,52.5384,59,4,9707,8,58242,13.73579
41044,39.39053,63,0,3294,1,19764,5.059704
41045,72.45921,61,1,5977,4,35862,11.15387
41046,38.98336,62,0,9442,6,56652,10.59098
42001,49.80004,59,0,503,0,3018,0
42002,26.24583,62,1,2571,2,15426,12.96512
42003,42.30203,59,0,378,0,2268,0
42004,46.3819,59,0,894,0,5364,0
42005,31.55879,62,0,1890,0,11340,0
42006,24.77965,61,0,3811,1,22866,4.373305
42007,26.95442,62,0,721,0,4326,0
42008,61.27049,59,0,213,0,1278,0
42009,19.47213,62,0,1005,0,6030,0
42010,30.3132,62,0,437,0,2622,0
42011,46.34583,60,0,1440,1,8640,11.57407
42012,42.72351,62,0,747,1,4482,22.31147
42013,28.2046,61,0,968,0,5808,0
42014,27.07527,59,0,2501,0,15006,0
42015,52.05851,64,0,777,1,4662,21.45002
42016,25.98739,63,0,552,1,3312,30.19324
42017,25.3574,61,0,1901,1,11406,8.767316
42018,42.42801,63,0,1173,0,7038,0
42019,35.5816,60,0,702,0,4212,0
42020,44.51307,59,0,671,0,4026,0
42021,44.02631,63,0,608,1,3648,27.41228
42022,39.1468,60,0,682,1,4092,24.43793
42023,18.73695,62,0,1098,0,6588,0
42024,44.65807,63,0,543,0,3258,0
