oldcode,_type_,_freq_,pctsch14_1960,pctsch5_34_1960,pct_hsormore_25plus_1960,pop14_17_1960,pop5_34_1960,pop25plus_1960,povrate60
23047,0,1,90.2,.5764989,43,2691,17863,20014,17.35256
23048,0,1,77.4,.5409991,30.2,547,3183,4728,29.28843
23049,0,1,85.1,.5513481,36.2,724,5044,5710,29.26782
23050,0,1,90.2,.5262935,41.8,22643,205640,202080,9.502703
23051,0,1,92.5,.5897436,37,1327,8073,10785,19.24343
23052,0,1,94.3,.5915962,42.4,3371,26393,30344,20.11942
23053,0,1,90.6,.5842757,40.3,1543,9374,12410,19.03897
23054,0,1,94.8,.7090543,41.2,1473,10923,9966,28.92709
23055,0,1,95.7,.6516497,37.3,1737,10699,13754,28.95663
23056,0,1,95,.5885833,53.7,3503,26540,24537,12.71057
23057,0,1,93.4,.6564437,30.7,583,3065,3525,34.28239
23058,0,1,87.7,.5590008,32.4,6753,49440,51443,16.00823
23059,0,1,90,.5718247,40,2505,16227,19450,23.36459
23060,0,1,92.9,.650082,32.7,346,1829,2527,33.30427
23061,0,1,88.5,.5735135,36.3,10219,71327,76846,15.21178
23062,0,1,88.1,.5991642,34.4,1783,11007,12704,26.09484
23063,0,1,91.7,.5729557,51.6,43620,332359,360862,9.854413
23064,0,1,88.6,.6025161,34.6,1174,7472,8854,24.51511
23065,0,1,92.8,.6571226,32.3,797,4226,5301,36.16424
23066,0,1,97.7,.648259,31.4,703,4509,5885,25.42099
23067,0,1,94.6,.6077466,36.5,1034,6093,7381,29.89857
23068,0,1,98.1,.6404495,34.1,248,1424,1972,30.34046
23069,0,1,90.7,.5679555,35,602,3414,4038,27.03018
23070,0,1,89.3,.5823232,36.3,6685,48674,49307,12.24465
23071,0,1,94.9,.5910564,31.2,964,6172,6759,25.14001
23072,0,1,98.1,.5996397,42,490,2775,4342,26.78371
23073,0,1,89.7,.5498877,36.6,12205,90784,98682,16.07014
23074,0,1,91.2,.5854388,36.6,7474,49117,57432,20.03539
23075,0,1,84.3,.5413355,42.7,2806,18870,23684,17.22728
23076,0,1,90.3,.5889848,35.5,2402,14362,17620,24.20739
23077,0,1,95,.6106599,31.8,611,3940,4843,30.46475
23078,0,1,91.9,.5793561,40.6,3663,25499,27963,15.28166
23079,0,1,83.4,.5410595,33.5,3233,20312,22794,21.01193
23080,0,1,87,.5651122,37.6,3373,21486,26656,20.67409
23081,0,1,91.2,.6239483,55.3,9150,91998,86557,13.15553
23082,0,1,89.4,.5581089,38.2,153908,1180784,1519984,16.49335
23083,0,1,86.3,.5696405,36.1,1288,8149,10084,23.46525
24001,0,1,92.8,.5943455,29.4,944,4881,7046,42.48752
24002,0,1,90.8,.4959236,49.1,4617,45874,39248,6.789649
24003,0,1,91.9,.6092305,29.1,1820,10487,12913,36.44248
24004,0,1,88.5,.6304762,35.5,1719,11025,11845,39.04766
24005,0,1,94.3,.5875596,31.4,1271,8183,8507,29.83691
24006,0,1,92.2,.6135479,40.6,688,3853,4938,46.03411
24007,0,1,93.8,.6296947,45.7,2662,21061,22982,23.748
24008,0,1,94,.5662979,33.2,1867,12112,15177,27.3979
24009,0,1,92.5,.5712218,37.7,1744,12433,15247,15.38405
24010,0,1,91.4,.5597161,33.2,1375,9721,11485,20.56565
24011,0,1,93.3,.6488928,30.9,1299,6864,9567,41.97577
24012,0,1,95.1,.5998583,38.5,1176,7055,9123,31.68947
24013,0,1,94.7,.5907212,31.7,923,5324,7948,21.01123
24014,0,1,95,.6024551,47.3,2367,19633,19223,15.59596
24015,0,1,81.5,.5309966,21.4,733,3823,4919,39.54941
24016,0,1,0,.5541612,50.9,219,1514,1841,16.09267
24017,0,1,92.3,.5694286,37.7,1149,7000,9038,30.69773
24018,0,1,92.4,.6120945,38.6,2288,13841,17869,23.34313
24019,0,1,91.8,.5452954,47.7,4782,37686,39225,9.070511
24020,0,1,91.2,.5759303,36.7,1011,5966,7095,27.03334
24021,0,1,96.1,.6233224,33.6,1520,8867,12245,34.49209
24022,0,1,95.9,.5867808,39.6,1748,10394,13085,29.66558
24023,0,1,94.7,.5982581,36.7,1711,9989,13558,31.34111
24024,0,1,90.1,.5538901,39.1,2563,17146,20418,22.13952
24025,0,1,92.1,.5642087,38.5,2438,14009,18894,21.67734
24026,0,1,96.6,.6225184,35.9,650,3677,5077,38.06997
24027,0,1,92.7,.5431173,55.4,44539,385935,466387,9.744424
24028,0,1,92.6,.5879864,35.7,1087,7325,8965,29.15017
24029,0,1,95.8,.6381897,32.9,767,4132,5642,38.00197
24030,0,1,71.5,.4738868,25.9,1044,5974,7705,24.59145
24031,0,1,92.2,.6479185,38,2815,17655,19715,29.31727
24032,0,1,92.4,.5898116,39.1,1074,6792,8651,34.31866
24033,0,1,93.2,.6199118,31.6,725,3857,5023,30.59345
24034,0,1,95.1,.5818455,37,2006,12658,17176,26.88281
24035,0,1,94.3,.6003872,34.5,664,3616,4748,26.33251
24036,0,1,93.4,.5843387,35.5,1297,8620,9233,15.79562
24037,0,1,96.7,.6253403,33.8,903,5509,7700,41.67701
24038,0,1,93.1,.5290419,46.5,763,6680,6868,11.60586
24039,0,1,95.4,.5907676,31.8,328,1928,2300,34.45065
24040,0,1,93.4,.5807979,35.4,1357,8447,11155,28.46054
24041,0,1,94.1,.6069015,30.6,731,4144,5438,41.27998
24042,0,1,93.1,.594813,28.4,1595,10025,12158,31.3809
24043,0,1,94.9,.5678861,32.9,1645,10606,13934,24.84786
24044,0,1,89.6,.6303219,24.8,535,2889,3196,43.45492
24045,0,1,94.5,.6156093,27.5,1051,6163,7882,28.22694
24046,0,1,94.8,.5783747,40.8,1859,11949,14912,26.31084
24047,0,1,89.8,.5977846,30.6,1376,8125,10500,36.22131
24048,0,1,93.6,.5996774,29.7,1084,6200,8173,29.80635
24049,0,1,94,.6046114,26.9,1979,12274,13446,38.87062
24050,0,1,93.3,.5883209,43.5,3351,22673,25425,15.14606
24051,0,1,93.8,.6006944,35.8,1175,6912,7435,33.59275
24052,0,1,91.1,.5906923,42,1289,10486,12707,20.74883
24053,0,1,94.2,.6011916,35.3,1699,10742,12169,31.97935
24054,0,1,99,.6020897,30.3,840,4594,6640,29.01762
24055,0,1,91.9,.5081191,52.2,3582,31469,34221,15.12948
24056,0,1,96,.6069634,28.7,3495,19904,28751,32.84016
24057,0,1,83,.53849,35.2,851,5404,6888,24.335
24058,0,1,93.2,.6289467,29.8,1262,7158,9795,34.30962
24059,0,1,91.8,.5818092,36,1005,6069,7355,34.63592
24060,0,1,94.3,.6175931,34.9,2542,15813,19908,22.43014
24061,0,1,97,.6488348,35.3,951,4935,6862,35.22863
24062,0,1,92.4,.5776799,49.2,23602,193422,228530,10.25578
24063,0,1,96.4,.6225115,28.5,509,2612,3052,26.69104
24064,0,1,97.5,.5978708,36.5,1552,9487,11733,34.37998
24065,0,1,95.5,.6219794,34.4,1752,9973,12853,32.84909
24066,0,1,82.5,.5865349,36.9,2711,18923,19955,22.51968
24067,0,1,95,.6195992,35.6,806,5439,6259,24.24695
24068,0,1,93.6,.6255343,26.2,993,5381,6513,34.20324
24069,0,1,93.5,.5936027,44.1,14475,101637,128708,17.95557
24070,0,1,91.9,.5198115,36.2,1400,10398,10895,22.45107
24071,0,1,97,.5321015,38.5,846,6386,6397,20.79708
24072,0,1,91.2,.5512403,27.5,1080,7055,9097,30.50556
24073,0,1,92.9,.6200296,33.5,5575,39911,38304,29.39727
24074,0,1,93.4,.5381914,41.6,1739,11390,13533,19.00395
24075,0,1,96.2,.5974659,40.6,908,5130,5914,36.6125
24076,0,1,95.6,.645798,34.8,1155,6485,8226,35.87569
24077,0,1,94.7,.6299285,27.4,1888,9790,12818,45.75237
24078,0,1,99.2,.6398754,34.4,507,3210,4151,42.10796
24079,0,1,89.8,.5906863,35.6,1165,7344,9332,25.99414
24080,0,1,93.9,.598819,32.1,968,5419,6513,36.12379
24081,0,1,95.2,.5707445,37.6,1043,6891,8947,25.44125
24082,0,1,93.9,.530811,46,3127,25267,26635,10.55963
24083,0,1,95.2,.5639516,35.7,985,6286,8004,30.84529
24084,0,1,98.4,.5965164,36.6,756,4880,5487,28.50536
24085,0,1,89,.6098443,38.8,2597,18813,21983,23.10822
24086,0,1,92.9,.6017111,33.5,2210,13091,16048,26.04254
24087,0,1,94.8,.6018037,36.3,1097,6542,8801,38.65669
25001,0,1,87.5,.5542621,33.3,2585,18641,18500,44.93089
25002,0,1,88.4,.5753992,24.5,1957,11585,14038,50.22985
25003,0,1,87.7,.6399624,22.4,1423,7452,7485,64.47763
25004,0,1,89.6,.6243794,24.5,1879,9869,10996,61.2204
25005,0,1,84.1,.612549,16.4,645,3825,3624,72.92594
25006,0,1,83,.6169621,18.2,4695,27355,23766,72.00255
25007,0,1,82.7,.5624256,25.2,1289,7553,8286,58.74469
25008,0,1,91.5,.6706797,16.6,1081,5399,5267,78.23111
25009,0,1,90.4,.6001999,25.8,1318,8004,8584,56.76508
25010,0,1,89.7,.6019598,24,725,3776,4506,68.30823
25011,0,1,92.8,.6558682,23.8,794,5402,4971,73.88206
25012,0,1,86.5,.5925879,19.9,1345,7825,8421,65.73821
25013,0,1,92.2,.5817215,29,1424,9410,9049,56.83925
25014,0,1,83.8,.5935725,22.2,3522,22186,21506,64.68443
25015,0,1,90.2,.6081492,25.5,2101,12811,13443,63.18005
25016,0,1,84.8,.5888193,21,1201,6547,6755,58.76339
25017,0,1,86.4,.5828068,18.5,1992,12028,10598,66.87966
25018,0,1,88.4,.6265286,42.9,3460,26168,26693,39.81928
25019,0,1,92.1,.5810426,23.9,700,4220,4848,57.93793
25020,0,1,85.2,.5075621,30.7,959,5554,5315,46.12342
25021,0,1,85.7,.5682261,26.6,802,4104,4009,70.54293
25022,0,1,88.9,.5464118,28.5,1407,8737,9340,55.7858
25023,0,1,86,.5845795,32,1056,6420,7432,49.2997
25024,0,1,78.5,.4132404,46.6,6942,63820,56357,33.21518
25025,0,1,90.5,.5475063,49.5,11582,94819,93296,36.69951
25026,0,1,92.6,.6729727,21.2,2458,13109,12615,73.45987
25027,0,1,85,.6097154,18.2,1683,9593,8170,76.97984
25028,0,1,96.1,.6988088,11.8,361,1763,1582,81.57027
25029,0,1,78.6,.5262933,17.4,1196,7036,8284,49.01651
25030,0,1,86.4,.5081916,36.5,4003,28566,26476,27.54323
25031,0,1,92.4,.632881,25.9,1524,8327,8280,61.97041
25032,0,1,87.2,.6196617,16.8,843,4730,4817,79.83694
25033,0,1,91.7,.6360675,23.6,1293,6754,6301,66.91789
25034,0,1,88.3,.5507271,32.6,4532,29294,30488,39.42144
25035,0,1,90.9,.6822104,33,1089,6026,5830,74.87743
25036,0,1,87,.6887685,35.7,1407,11628,9493,53.68322
25037,0,1,86.8,.6049063,26.1,1101,6563,6940,47.45563
25038,0,1,90.1,.5538492,36.1,4372,30734,36597,42.17578
25039,0,1,88.7,.6256496,23.6,876,4811,5222,58.46304
25040,0,1,89.9,.6105157,22.1,1614,8958,9419,65.489
25041,0,1,87.5,.5164618,31.9,2786,19196,21855,42.94575
25042,0,1,86.6,.5888292,27.1,3735,23078,21801,64.14461
25043,0,1,92.7,.5753971,32.4,2039,12779,13878,48.06483
25044,0,1,85.1,.5294551,35.3,3211,24444,21916,45.12955
25045,0,1,83.4,.6170583,20.3,2763,16637,14550,67.58493
25046,0,1,87.2,.578952,27.6,1968,11279,11613,53.54998
25047,0,1,80.6,.6146675,18.1,2130,12872,10236,73.2767
25048,0,1,86.3,.5549477,24.3,2670,16270,17379,49.59949
25049,0,1,93,.613166,23.6,1089,6137,6840,62.41289
25050,0,1,91.6,.6150407,25.7,1702,9840,10909,58.3302
25051,0,1,83,.6214457,30.7,1587,9214,10262,56.42608
25052,0,1,86.3,.6250592,20.9,1511,8444,7425,73.9986
25053,0,1,88.4,.665095,37.8,1658,14634,10917,56.30774
25054,0,1,84.4,.6034458,22.2,2383,13814,13750,69.29785
25055,0,1,88.4,.5792364,28.5,1707,11106,11223,46.30777
25056,0,1,87.6,.6191578,22.7,789,4322,4314,59.89767
25057,0,1,91.2,.6036096,32.5,2695,16678,17708,53.07844
25058,0,1,87.2,.5961945,22.7,1367,7568,9639,60.14148
25059,0,1,86.7,.5911995,22.8,1451,8295,9875,59.266
25060,0,1,85.5,.6424597,15.5,1923,10424,9096,73.61789
25061,0,1,86.9,.4864584,28.6,2347,16357,18362,43.05924
25062,0,1,87.4,.5841217,26.2,1708,10253,10576,60.84792
25063,0,1,85.6,.6133358,22.1,984,5369,4656,72.37075
25064,0,1,91,.594111,26.1,1719,9781,10446,58.10296
25065,0,1,85.6,.5984607,14.9,1259,6886,7277,58.94094
25066,0,1,95.7,.6366772,31.8,516,3479,3533,49.56522
25067,0,1,83.8,.5676445,18.6,3888,23180,20311,71.1115
25068,0,1,80,.6116464,18.8,2177,11729,10728,75.83963
25069,0,1,85.7,.6139714,21.2,1549,9090,8043,68.06315
25070,0,1,87.1,.5909608,26.7,1182,7036,8132,55.21193
25071,0,1,86.3,.5540153,18.4,1120,6276,7873,53.61285
25072,0,1,75.9,.5742707,12.1,1457,8193,7204,77.81367
25073,0,1,89,.5943473,22.3,1414,8633,10362,58.71204
25074,0,1,85.5,.551612,25.2,1291,6762,6495,59.64688
25075,0,1,86.2,.565765,33.2,2741,18817,22521,47.28231
25076,0,1,85.1,.527921,28.7,5546,39576,36390,55.09047
25077,0,1,87.4,.5911221,24.4,1384,8110,7668,61.14566
25078,0,1,89.9,.6022486,25.4,816,4714,5742,65.13288
25079,0,1,90.4,.6645094,15.6,1236,6644,5969,70.66877
25080,0,1,86.7,.623742,22.7,1594,9241,9664,56.54118
25081,0,1,89.2,.6180716,24,1009,5611,6564,59.86822
25082,0,1,89.3,.6262791,23.3,2671,15343,15116,62.03357
26001,0,1,87.3,.6175373,39.4,1120,9112,11366,34.61273
26002,0,1,87.9,.5565462,36.3,674,4262,6825,32.27605
26003,0,1,87.5,.5491419,45,590,3846,5552,33.88495
26004,0,1,86.1,.5350626,37.5,1659,11180,15034,24.69141
26005,0,1,85.7,.5263371,28.8,1415,7423,11537,42.26244
26006,0,1,89.9,.552061,31.8,724,4197,7062,39.70561
26007,0,1,88.6,.5440776,31.8,1027,5876,10139,33.92316
26008,0,1,92.2,.5410848,24.7,545,3079,5747,38.55001
26009,0,1,89,.5713543,18.5,708,3847,5283,51.47935
26010,0,1,87,.6577002,52.3,2535,29629,26902,21.83126
26011,0,1,83.3,.5037799,38,4867,35847,55656,18.86342
26012,0,1,82.7,.5705188,22.1,2760,15074,19740,49.58583
26013,0,1,94.6,.5829338,39.6,545,3129,5781,40
26014,0,1,85.6,.5478611,29.6,1473,9935,14072,27.24039
26015,0,1,78.5,.54867,30.7,681,3421,5730,41.62876
26016,0,1,87.4,.5746463,34.6,2747,19224,23417,27.19163
26017,0,1,88.6,.5562524,35.1,957,5262,8667,35.64886
26018,0,1,88.3,.5816448,18.2,322,1678,2311,56.36758
26019,0,1,91.5,.4526865,45.3,1676,14182,15963,25.39486
26020,0,1,89.2,.5506727,28.3,605,3345,6015,40.8512
26021,0,1,89.1,.5533816,35.1,835,4702,8034,39
26022,0,1,83.6,.5168841,31.4,886,5212,7263,37.08989
26023,0,1,79.8,.5151515,35.7,616,3531,5184,34.74439
26024,0,1,90.3,.5169464,54.2,4797,42900,46967,9.505135
26025,0,1,89.7,.5544444,43.5,757,4500,7217,31.69861
26026,0,1,87.2,.4858831,39.2,2278,18949,23615,19.65229
26027,0,1,77.5,.5594395,33.5,1319,6351,9110,29.23992
26028,0,1,78.3,.515476,20.2,897,5137,7353,38.21468
26029,0,1,94.7,.5712199,30.6,494,2738,4868,48.62715
26030,0,1,89.9,.5615051,27.6,682,3455,5941,48.68559
26031,0,1,93.5,.5793603,36.4,578,3314,6208,40.26553
26032,0,1,93.4,.5409648,39.9,412,2612,4665,36.38796
26033,0,1,80.5,.525641,20.6,699,4056,6362,43.20271
26034,0,1,85.7,.5653865,19.6,793,4114,5564,54.64905
26035,0,1,78.2,.5221667,20.6,3379,18406,20588,51.5459
26036,0,1,82.8,.4916247,24.8,2884,19283,25066,22.14887
26037,0,1,87.4,.5373852,18.6,771,4574,7724,31.95566
26038,0,1,96.7,.5257106,36.3,519,3131,5787,40.57971
26039,0,1,87.1,.5183624,42.7,7439,57182,72265,24.54397
26040,0,1,89.7,.5320009,35.2,716,4453,8042,35.82857
26041,0,1,90.1,.5417783,37,764,4105,7543,45.41972
26042,0,1,90.9,.5683767,33.6,1273,7115,12185,33.50625
26043,0,1,90.6,.5871394,25.2,317,1664,2903,50.11302
26044,0,1,94.4,.5752427,39,536,2884,5100,35.62452
26045,0,1,90,.6109115,37.3,625,4454,6379,35.62199
26046,0,1,86,.5476341,24.8,1654,9468,12645,45.32809
26047,0,1,80.7,.5395938,20.4,646,3397,4623,45.8444
26048,0,1,85.4,.4909148,47.7,30922,269338,366539,16.75953
26049,0,1,88.2,.5287226,37.6,4901,32779,47308,29.29652
26050,0,1,88.8,.5057454,29.1,3925,32026,34833,16.20752
26051,0,1,89.7,.5445902,47.5,1469,14409,14827,29.06941
26052,0,1,88.4,.547619,42.4,420,2478,4111,36.62251
26053,0,1,75.9,.5062446,27.5,1457,8087,10918,42.14335
26054,0,1,82.4,.5203174,33.8,1672,10459,15116,27.47041
26055,0,1,89.7,.5361466,33.2,1560,9005,14513,33.97565
26056,0,1,77.8,.5163186,38.1,712,4596,6349,30.91975
26057,0,1,84.7,.5163555,27.5,914,5839,8898,30.22553
26058,0,1,91.8,.5743668,37.8,1070,5883,11092,35.65388
26059,0,1,89.3,.5509881,40.3,1127,6325,9638,36.54527
26060,0,1,88.4,.5693305,28.2,937,4630,7176,50.33413
26061,0,1,87.9,.5496327,34.2,988,5853,10797,35.36033
26062,0,1,87.3,.6004141,23.8,710,3864,5505,38.1367
26063,0,1,82.9,.5291902,17.6,563,3186,4085,42.51155
26064,0,1,87.4,.527428,34.1,1753,11831,17749,27.1885
26065,0,1,93.5,.5868263,34.9,378,2004,3771,41.74825
26066,0,1,85.9,.5656124,25.9,969,5723,8083,37.94578
26067,0,1,75.3,.5342152,19,1887,10054,10065,56.15516
26068,0,1,82.7,.5444025,29,653,3975,6504,36.82827
26069,0,1,90,.5437281,33.5,664,4002,6627,40.08276
26070,0,1,78.9,.5315712,27.8,682,4086,6959,35.97599
26071,0,1,87.3,.5607719,27.2,662,3472,6096,40.41253
26072,0,1,73.8,.5453911,17.8,3126,15763,14641,62.59502
26073,0,1,86.7,.5508769,36.2,2213,13228,17254,31.9477
26074,0,1,93,.6514372,47.2,1339,9915,12477,37.57999
26075,0,1,89.3,.5739464,21,805,3915,5889,51.93146
26076,0,1,83.9,.5277181,19.4,799,4654,6052,37.14078
26077,0,1,85.5,.585786,20.1,557,2786,3989,52.38928
26078,0,1,81.7,.5587325,17.6,3551,18746,18232,62.97789
26079,0,1,85.3,.5687988,17.9,1069,6410,8066,36.48815
26080,0,1,85.5,.4862995,37.2,2056,14452,20859,28.26674
26081,0,1,85.3,.6047428,35.4,1536,12693,13047,32.5816
26082,0,1,89.1,.5076854,33.4,1045,6701,10029,35.46789
26083,0,1,87,.5139428,48.2,1390,10830,12917,14.79454
26084,0,1,88.9,.606113,31.2,888,5202,8730,43.92852
26085,0,1,47,.1962869,44.4,3182,33288,14722,33.63843
26086,0,1,71.5,.4385408,28.8,503,2522,4560,51.56318
26087,0,1,89.5,.5704446,33.5,581,3194,4922,28.11375
26088,0,1,85.1,.5490438,34.1,1275,8105,14061,30.57927
26089,0,1,91.8,.5431716,32.3,1000,6451,9821,25.63301
26090,0,1,87.7,.6233184,19.6,473,2230,2882,49.8835
26091,0,1,83.6,.572621,16.2,739,3594,5455,57.44408
26092,0,1,89.2,.4683249,33.5,2745,26172,26578,12.43386
26093,0,1,91.5,.5943983,26.4,574,2892,5522,47.82911
26094,0,1,89.1,.5522615,29.7,2453,15145,21793,29.5232
26095,0,1,92.3,.5584924,48.4,40615,321743,391838,6.881126
26096,0,1,82.3,.488635,26.3,37124,306732,450731,24.59961
26097,0,1,86.3,.536431,20.8,823,5531,6369,26.12272
26098,0,1,82.5,.5362189,32.6,1507,10050,15788,27.67084
26099,0,1,84.6,.5446276,35.6,334,1759,3272,46.93097
26100,0,1,85.1,.5265619,34.5,392,2353,4144,34.45131
26101,0,1,83,.5378507,26.2,2479,15363,17238,37.76123
26102,0,1,78.6,.532967,17.8,619,3094,3931,56.29004
26103,0,1,90.6,.5392095,36.8,530,3188,5865,34.2003
26104,0,1,83.1,.5353999,21.1,2576,13743,15840,48.22536
26105,0,1,76,.4953161,22,612,3416,4843,42.69717
26106,0,1,91.2,.5399936,32.2,580,3113,5774,39.64244
26107,0,1,82.4,.5369399,35,711,4196,6176,46.68357
26108,0,1,86,.5361606,24.6,1421,7522,10187,43.01273
26109,0,1,89.1,.5576448,32.3,1190,7286,13635,33.31312
26110,0,1,83.9,.5062965,27.1,545,3494,5279,26.17513
26111,0,1,74.5,.5410216,14.9,1170,6911,7136,45.95241
26112,0,1,72,.5503374,18.4,719,3556,5082,60.09212
26113,0,1,82.5,.5426398,25.6,1025,5652,8102,47.65557
26114,0,1,95.5,.5638736,38.8,268,1456,2503,40.97735
26115,0,1,84.9,.540424,23.2,1041,5801,8404,48.68207
27001,0,1,95.5,.6219909,45.7,373,3074,4096,20.44492
27002,0,1,90.6,.5631589,34.4,767,5027,4736,34.61918
27003,0,1,95.5,.58318,38.8,605,3805,4067,34.65196
27004,0,1,0,.7409241,44.1,196,1212,1495,24.29765
27005,0,1,98.2,.6546806,40.6,641,3365,4953,23.24582
27006,0,1,0,.5375323,37.7,177,1159,1351,27.59051
27007,0,1,92.4,.5036213,53.7,4101,36037,37506,14.10478
27008,0,1,98,.5838885,52,451,3302,3924,18.46997
27009,0,1,90.3,.5191574,45.1,942,6029,7166,20.32288
27010,0,1,84.5,.5753101,38,278,1693,2040,29.99196
27011,0,1,91.9,.5237164,44,832,6135,5984,20.01818
27012,0,1,92.8,.5512952,39.9,1204,7798,10645,19.97916
27013,0,1,89.9,.5320248,37.8,260,1936,2014,22.79245
27014,0,1,90.1,.5764516,48.8,915,6200,7740,23.71851
27015,0,1,90.7,.5525326,45.3,2224,14629,18124,17.01123
27016,0,1,94.8,.6717551,59.5,1486,13429,12798,18.32405
27017,0,1,0,.5005348,41.1,141,935,1048,32.01947
27018,0,1,88.2,.5374336,44,779,5837,5453,36.44568
27019,0,1,0,.6007677,48,87,521,689,32.93904
27020,0,1,95.7,.5639396,46.3,218,1259,1719,16.53961
27021,0,1,93.6,.5856116,48.3,1167,9327,9065,14.77028
27022,0,1,72.6,.4497302,35,379,2039,2352,25.73134
27023,0,1,98.5,.5591078,56.6,221,1345,1701,22.049
27024,0,1,91.8,.6042441,41.4,1011,5655,7225,30.51216
27025,0,1,95,.5645713,57,1852,12583,15532,13.92966
27026,0,1,0,.498471,51.2,183,1308,1305,15.8871
27027,0,1,85.3,.5077223,40.3,844,6151,6234,15.70413
27028,0,1,95.8,.5848697,44.1,229,1573,1723,32.65113
27029,0,1,93.1,.657156,45.6,367,2173,3033,27.03177
27030,0,1,0,.5261261,39.8,168,1110,1475,23.77707
27031,0,1,94.1,.5898142,45.2,249,1453,1532,6.284153
27032,0,1,92.7,.5908244,54,2734,21993,23006,14.02935
27033,0,1,91.8,.5563798,44,310,2022,2809,21.77704
27034,0,1,92.1,.5688425,45.9,908,5745,7595,16.37132
27035,0,1,0,.5943878,49.8,62,392,514,22.16097
27036,0,1,71.9,.4673348,36.2,388,2694,3254,27.44677
27037,0,1,90,.5425589,47.4,577,3736,3810,24.46852
27038,0,1,0,.5046414,39.9,149,1185,1337,21.26971
27039,0,1,96.5,.5278689,42,387,3050,4092,16.78583
27040,0,1,94.9,.6067828,38.7,193,1091,1228,30.72113
27041,0,1,94,.6172935,45,988,5158,7140,29.85797
27042,0,1,85.5,.5316302,41,791,4932,5381,26.4681
27043,0,1,91.4,.5498713,39.7,838,5825,5593,37.37109
27044,0,1,92.5,.533612,40.7,453,2871,3193,34.08019
27045,0,1,97.5,.5712831,41.9,490,2946,3940,18.49159
27046,0,1,94.9,.5997277,40.6,431,2938,3515,23.19209
27047,0,1,93.1,.5779471,42.3,2949,19417,26588,20.49432
27048,0,1,98.1,.5818859,41.7,423,2418,3114,14.03223
27049,0,1,86,.5491803,41.5,216,1342,1952,27.73652
27050,0,1,96.6,.6212437,46.8,514,3361,3883,20.85856
27051,0,1,93.6,.5550825,51.5,509,3758,4031,13.1137
27052,0,1,0,.5432099,45.8,84,648,665,24.97972
27053,0,1,92.5,.441107,47.8,994,8889,8051,19.99519
27054,0,1,91.6,.5943396,47.7,205,1272,1756,21.55477
27055,0,1,0,.6277562,40.7,121,771,897,35.70537
27056,0,1,92.5,.5241808,55.5,4978,38481,41128,13.2699
27057,0,1,,.3333333,62.5,0,12,33,0
28001,0,1,94.2,.5920779,47.4,1647,12017,17292,18.23159
28002,0,1,93.9,.614202,42.8,650,4098,5912,40.20557
28003,0,1,0,.5544872,45.5,51,312,363,18.70287
28004,0,1,0,.601626,49.7,101,615,644,12.73938
28005,0,1,0,.6046512,54.9,71,430,580,36.20072
28006,0,1,92.7,.6257128,37.1,595,3858,5126,37.41444
28007,0,1,94,.5855426,49,816,5243,6376,19.82684
28008,0,1,96.5,.6381963,36,351,1885,2532,48.59198
28009,0,1,95.1,.5844504,45.1,300,1865,2642,29.51671
28010,0,1,91.7,.6668077,46.3,1795,11816,14492,27.14013
28011,0,1,95.9,.630814,44.9,663,4128,6125,30.08216
28012,0,1,96.5,.635804,39.1,706,4061,6154,36.37543
28013,0,1,90.7,.5343329,46.3,1081,7937,10006,24.84615
28014,0,1,95,.6208264,36.5,962,6050,6807,40.93935
28015,0,1,98.6,.6066482,45.6,299,1805,2527,25.85895
28016,0,1,94.2,.5324367,44.5,597,3792,4439,23.85693
28017,0,1,94.6,.5653868,51.6,949,7188,7712,14.83685
28018,0,1,89.2,.6302521,46.7,601,3451,5261,31.79348
28019,0,1,96.5,.5780475,33.1,580,3626,5988,32.9649
28020,0,1,93.6,.5826368,32.1,813,5264,7072,32.97539
28021,0,1,97,.6422275,42.3,1161,6806,9744,33.4399
28022,0,1,91.7,.609145,41.4,831,5708,6241,19.64459
28023,0,1,94.1,.6410846,49,594,4352,5226,25.27995
28024,0,1,95.5,.5894017,45.9,1361,8624,10880,25.21569
28025,0,1,96.4,.6454902,50.4,200,1275,1823,16.91358
28026,0,1,87,.5370929,41.2,556,3316,4689,32.11459
28027,0,1,95.5,.5797869,48.5,1955,14733,18153,19.33003
28028,0,1,90.4,.5288135,52.2,18158,157808,188882,12.68362
28029,0,1,80.1,.4986577,38.7,253,1490,2130,32.51109
28030,0,1,92,.6142669,46.2,621,3785,5678,31.58062
28031,0,1,95.8,.5942383,39.5,368,2048,3437,37.35546
28032,0,1,97.5,.596747,46.6,284,1783,2539,29.75975
28033,0,1,98.4,.5961732,45,513,2979,4769,30.46835
28034,0,1,83.5,.5304145,38.7,1799,11146,16283,27.38561
28035,0,1,97,.5874745,43.7,252,1469,2022,25.67372
28036,0,1,93.3,.6180372,38.8,197,1131,1569,34.14275
28037,0,1,0,.6907707,36.6,170,1051,1422,26.31791
28038,0,1,0,.497807,50,54,456,562,21.71815
28039,0,1,100,.6443753,40.3,319,1929,2542,46.20491
28040,0,1,91,.5629371,47.9,2140,15444,20593,22.15816
28041,0,1,96.9,.6806633,42.8,558,3739,5040,23.65074
28042,0,1,98,.6288297,46.8,340,1991,3101,29.51375
28043,0,1,0,.6048951,50,139,858,1053,29.39914
28044,0,1,96.6,.6227161,44.3,310,2025,2829,23.72569
28045,0,1,96.7,.5888795,42.3,904,5935,7658,40.52463
